RA,Fase,Turma,Nome Anonimizado,Ano nasc,Idade,Gênero,Ano ingresso,Instituição de ensino,Pedra,INDE,Nº Av,IAA,IEG,IPS,IDA,Mat,Por,Ing,IPV,IAN,Fase Ideal,Defasagem,Ano,Data de Nasc,IPP,Escola,Ativo/ Inativo
RA-129,4,B,Aluno-129,2007.0,15,Menino,2019,Escola Pública,Ágata,6.926,4.0,6.7,6.4,7.5,6.7,6.0,5.3,8.7,7.792,5.0,Fase 5 (1º EM),-1,2022,,,,
RA-130,4,F,Aluno-130,2006.0,16,Menina,2018,Escola Pública,Quartzo,5.624,4.0,8.3,4.7,5.0,4.1,3.7,5.2,3.5,6.5,5.0,Fase 6 (2º EM),-2,2022,,,,
RA-131,4,F,Aluno-131,2007.0,15,Menina,2016,Escola Pública,Ametista,7.174,4.0,8.8,9.0,5.6,5.6,6.0,6.5,4.2,7.75,5.0,Fase 5 (1º EM),-1,2022,,,,
RA-132,4,F,Aluno-132,2008.0,14,Menina,2019,Rede Decisão,Topázio,8.355,4.0,10.0,8.8,5.6,7.7,6.5,7.5,9.1,8.458,10.0,Fase 4 (9º ano),0,2022,,,,
RA-133,4,F,Aluno-133,2007.0,15,Menina,2016,Escola Pública,Ágata,6.875,4.0,7.9,7.1,7.5,5.6,4.7,7.2,5.0,7.625,5.0,Fase 5 (1º EM),-1,2022,,,,
RA-134,4,F,Aluno-134,2007.0,15,Menina,2021,Escola Pública,Ágata,6.607,4.0,8.8,6.8,7.5,4.7,4.7,6.8,2.5,7.375,5.0,Fase 5 (1º EM),-1,2022,,,,
RA-135,4,F,Aluno-135,2007.0,15,Menina,2019,Escola Pública,Ametista,7.692,4.0,8.3,7.8,5.6,8.6,8.0,8.2,9.5,8.583,5.0,Fase 5 (1º EM),-1,2022,,,,
RA-136,4,F,Aluno-136,2007.0,15,Menino,2019,Escola Pública,Ágata,6.478,4.0,10.0,6.3,7.5,4.6,5.3,5.7,2.8,6.667,5.0,Fase 5 (1º EM),-1,2022,,,,
RA-137,4,F,Aluno-137,2005.0,17,Menina,2016,Rede Decisão,Ametista,7.056,4.0,7.5,8.9,5.0,7.3,6.0,7.3,8.5,7.792,2.5,Fase 7 (3º EM),-3,2022,,,,
RA-138,4,F,Aluno-138,2007.0,15,Menino,2016,Escola Pública,Ágata,6.738,4.0,9.6,8.0,5.6,5.6,5.0,6.5,5.2,6.375,5.0,Fase 5 (1º EM),-1,2022,,,,
RA-139,4,F,Aluno-139,2005.0,17,Menino,2019,Escola Pública,Quartzo,3.738,4.0,7.1,3.5,5.0,1.4,1.7,2.7,0.0,3.917,2.5,Fase 7 (3º EM),-3,2022,,,,
RA-140,4,F,Aluno-140,2008.0,14,Menina,2021,Escola Pública,Ametista,7.407,4.0,7.9,7.6,6.9,5.7,5.0,6.5,5.6,7.667,10.0,Fase 4 (9º ano),0,2022,,,,
RA-141,4,F,Aluno-141,2008.0,14,Menino,2017,Escola Pública,Ametista,7.118,4.0,9.2,8.2,5.6,5.7,5.8,6.2,5.0,5.917,10.0,Fase 4 (9º ano),0,2022,,,,
RA-142,4,F,Aluno-142,2008.0,14,Menina,2021,Escola Pública,Ametista,7.457,4.0,6.7,8.6,5.6,6.3,6.0,6.8,6.0,7.583,10.0,Fase 4 (9º ano),0,2022,,,,
RA-143,4,F,Aluno-143,2009.0,13,Menino,2019,Rede Decisão,Topázio,8.638,4.0,8.3,9.9,5.6,7.9,9.7,7.7,6.4,9.5,10.0,Fase 3 (7º e 8º ano),1,2022,,,,
RA-144,4,F,Aluno-144,2008.0,14,Menina,2017,Rede Decisão,Topázio,8.181,4.0,7.5,9.3,5.0,7.9,7.5,7.2,9.0,8.292,10.0,Fase 4 (9º ano),0,2022,,,,
RA-145,4,H,Aluno-145,2006.0,16,Menino,2017,Escola Pública,Quartzo,5.846,4.0,0.0,6.3,8.1,5.2,3.0,4.8,7.8,7.25,5.0,Fase 6 (2º EM),-2,2022,,,,
RA-146,4,H,Aluno-146,2007.0,15,Menina,2022,Escola Pública,Ametista,7.947,4.0,8.3,9.2,7.5,7.9,6.3,7.3,10.0,8.208,5.0,Fase 5 (1º EM),-1,2022,,,,
RA-147,4,H,Aluno-147,2008.0,14,Menina,2022,Escola Pública,Ametista,7.541,4.0,8.3,7.7,7.5,6.1,5.8,4.8,7.7,7.25,10.0,Fase 4 (9º ano),0,2022,,,,
RA-148,4,H,Aluno-148,2008.0,14,Menino,2022,Escola Pública,Ametista,7.894,4.0,9.2,7.9,10.0,5.3,4.7,6.3,5.0,7.708,10.0,Fase 4 (9º ano),0,2022,,,,
RA-149,4,H,Aluno-149,2007.0,15,Menina,2022,Escola Pública,Ágata,6.323,4.0,9.2,6.5,7.5,5.0,4.0,6.0,,6.125,5.0,Fase 5 (1º EM),-1,2022,,,,
RA-150,4,H,Aluno-150,2006.0,16,Menina,2020,Escola Pública,Ágata,6.962,4.0,9.6,6.3,6.9,6.9,5.3,6.7,8.6,7.333,5.0,Fase 6 (2º EM),-2,2022,,,,
RA-151,4,H,Aluno-151,2006.0,16,Menina,2020,Escola Pública,Ametista,7.563,4.0,8.8,7.5,6.9,8.3,7.3,8.0,9.5,7.958,5.0,Fase 6 (2º EM),-2,2022,,,,
RA-152,4,L,Aluno-152,2006.0,16,Menina,2022,Escola Pública,Ágata,6.712,4.0,8.3,7.0,7.5,6.5,4.0,7.0,8.5,6.292,5.0,Fase 6 (2º EM),-2,2022,,,,
RA-153,4,L,Aluno-153,2008.0,14,Menina,2018,Rede Decisão,Ametista,7.535,4.0,7.9,8.2,5.0,6.6,3.3,7.7,8.8,7.708,10.0,Fase 4 (9º ano),0,2022,,,,
RA-154,4,L,Aluno-154,2007.0,15,Menino,2017,Escola Pública,Ágata,6.073,4.0,8.3,6.1,6.3,4.0,3.7,6.2,2.1,6.833,5.0,Fase 5 (1º EM),-1,2022,,,,
RA-155,4,L,Aluno-155,2006.0,16,Menino,2022,Escola Pública,Ametista,7.051,4.0,10.0,8.3,7.5,5.2,4.3,6.8,4.3,6.833,5.0,Fase 6 (2º EM),-2,2022,,,,
RA-156,4,L,Aluno-156,2007.0,15,Menino,2018,Escola Pública,Ametista,7.357,4.0,10.0,8.3,9.4,4.4,4.7,6.5,2.1,7.792,5.0,Fase 5 (1º EM),-1,2022,,,,
RA-157,4,L,Aluno-157,2010.0,12,Menina,2018,Rede Decisão,Topázio,8.317,4.0,7.5,10.0,6.3,7.7,7.0,7.5,8.7,8.292,10.0,Fase 3 (7º e 8º ano),1,2022,,,,
RA-158,4,L,Aluno-158,2005.0,17,Menina,2017,Rede Decisão,Ametista,7.302,4.0,7.9,9.8,5.6,6.6,5.0,6.7,8.1,8.125,2.5,Fase 7 (3º EM),-3,2022,,,,
RA-159,4,L,Aluno-159,2007.0,15,Menina,2021,Escola Pública,Ágata,6.49,4.0,8.3,8.1,5.6,4.7,4.3,5.8,3.9,6.458,5.0,Fase 5 (1º EM),-1,2022,,,,
RA-160,4,L,Aluno-160,2007.0,15,Menina,2021,Escola Pública,Ágata,6.746,4.0,7.5,7.2,5.6,5.3,2.7,6.0,7.1,8.25,5.0,Fase 5 (1º EM),-1,2022,,,,
RA-161,4,L,Aluno-161,2011.0,11,Menina,2018,Rede Decisão,Ametista,7.957,4.0,7.9,9.1,5.6,6.9,5.3,6.8,8.5,8.083,10.0,Fase 2 (5º e 6º ano),2,2022,,,,
RA-162,4,L,Aluno-162,2008.0,14,Menina,2021,Escola Pública,Ametista,7.215,4.0,6.7,8.5,7.5,5.5,4.7,5.5,6.4,6.542,10.0,Fase 4 (9º ano),0,2022,,,,
RA-163,4,L,Aluno-163,2007.0,15,Menina,2021,Escola Pública,Ágata,6.797,4.0,8.8,7.9,5.6,6.7,6.5,6.3,7.4,6.5,5.0,Fase 5 (1º EM),-1,2022,,,,
RA-164,4,L,Aluno-164,2006.0,16,Menino,2018,Escola Pública,Ágata,6.776,4.0,8.3,7.3,5.6,6.5,4.7,6.5,8.3,7.208,5.0,Fase 6 (2º EM),-2,2022,,,,
RA-165,4,L,Aluno-165,2008.0,14,Menina,2017,Rede Decisão,Topázio,8.063,4.0,7.1,9.8,5.6,7.6,5.3,7.8,9.7,7.5,10.0,Fase 4 (9º ano),0,2022,,,,
RA-166,4,L,Aluno-166,2008.0,14,Menino,2020,Escola Pública,Topázio,8.253,4.0,9.2,9.0,6.3,8.1,7.0,7.2,10.0,7.542,10.0,Fase 4 (9º ano),0,2022,,,,
RA-167,4,P,Aluno-167,2006.0,16,Menina,2018,Rede Decisão,Ametista,7.798,4.0,9.2,9.7,5.6,7.9,9.3,8.0,6.3,7.833,5.0,Fase 6 (2º EM),-2,2022,,,,
RA-168,4,P,Aluno-168,2007.0,15,Menina,2018,Rede Decisão,Ágata,6.917,4.0,7.9,8.3,6.3,5.9,4.7,8.2,5.0,7.083,5.0,Fase 5 (1º EM),-1,2022,,,,
RA-169,4,P,Aluno-169,2007.0,15,Menina,2018,Escola Pública,Quartzo,5.159,4.0,7.5,5.1,6.3,3.2,1.3,4.5,3.8,4.792,5.0,Fase 5 (1º EM),-1,2022,,,,
RA-170,4,P,Aluno-170,2008.0,14,Menina,2018,Rede Decisão,Ágata,7.007,4.0,8.3,9.2,5.6,4.9,3.7,6.7,4.3,5.792,10.0,Fase 4 (9º ano),0,2022,,,,
RA-171,4,P,Aluno-171,2006.0,16,Menino,2022,Escola Pública,Ágata,6.581,4.0,7.5,6.8,7.5,5.5,3.0,8.0,,6.875,5.0,Fase 6 (2º EM),-2,2022,,,,
RA-172,4,P,Aluno-172,2008.0,14,Menina,2018,Rede Decisão,Topázio,8.673,4.0,9.2,8.9,9.4,7.3,6.0,7.7,8.1,8.917,10.0,Fase 4 (9º ano),0,2022,,,,
RA-173,4,P,Aluno-173,2005.0,17,Menino,2019,Rede Decisão,Ametista,7.816,4.0,8.3,9.2,6.9,7.9,9.0,7.5,7.1,9.25,2.5,Fase 7 (3º EM),-3,2022,,,,
RA-174,4,P,Aluno-174,2007.0,15,Menina,2019,Escola Pública,Ágata,6.075,4.0,7.9,6.2,7.5,4.4,4.0,5.3,3.8,6.042,5.0,Fase 5 (1º EM),-1,2022,,,,
RA-175,4,P,Aluno-175,2007.0,15,Menina,2018,Rede Decisão,Ágata,6.75,4.0,8.3,9.2,5.6,5.9,4.7,7.2,5.9,5.833,5.0,Fase 5 (1º EM),-1,2022,,,,
RA-176,3,A,Aluno-176,2009.0,13,Menina,2018,Rede Decisão,Topázio,8.427,4.0,9.6,9.1,5.6,6.9,5.1,6.8,8.7,9.083,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-177,3,A,Aluno-177,2009.0,13,Menina,2022,Escola Pública,Ametista,7.424,4.0,7.9,8.8,4.4,6.8,6.0,7.5,,6.958,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-178,3,A,Aluno-178,2009.0,13,Menina,2016,Rede Decisão,Ágata,7.025,4.0,0.0,8.8,4.4,6.3,6.2,5.3,7.3,8.458,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-179,3,A,Aluno-179,2010.0,12,Menino,2022,Escola Pública,Ametista,7.993,4.0,7.5,9.2,7.5,6.1,3.7,6.7,8.0,8.042,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-180,3,A,Aluno-180,2010.0,12,Menino,2018,Rede Decisão,Topázio,8.442,4.0,9.2,8.3,6.3,8.1,7.7,8.3,8.3,8.625,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-181,3,A,Aluno-181,2009.0,13,Menina,2019,Rede Decisão,Topázio,8.623,4.0,9.2,9.5,8.8,6.8,6.8,7.3,6.2,8.458,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-182,3,A,Aluno-182,2006.0,16,Menina,2021,Escola Pública,Ágata,6.328,4.0,7.5,8.0,7.5,4.1,1.3,5.7,5.4,6.958,2.5,Fase 6 (2º EM),-3,2022,,,,
RA-183,3,A,Aluno-183,2009.0,13,Menina,2022,Escola Pública,Ametista,7.3,4.0,8.3,8.8,7.5,3.8,0.0,7.5,,7.25,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-184,3,A,Aluno-184,2006.0,16,Menino,2019,Escola Pública,Ametista,7.28,4.0,8.8,7.7,7.5,7.2,5.0,7.3,9.3,8.0,2.5,Fase 6 (2º EM),-3,2022,,,,
RA-185,3,A,Aluno-185,2007.0,15,Menino,2021,Escola Pública,Ágata,6.615,4.0,7.9,7.7,7.5,4.5,3.3,5.7,4.5,6.875,5.0,Fase 5 (1º EM),-2,2022,,,,
RA-186,3,A,Aluno-186,2009.0,13,Menina,2019,Escola Pública,Ametista,7.832,4.0,8.3,8.5,7.5,6.6,6.0,5.7,8.0,7.5,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-187,3,A,Aluno-187,2010.0,12,Menina,2019,Rede Decisão,Ametista,7.928,4.0,8.8,8.9,7.5,5.8,5.3,7.2,4.8,7.917,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-188,3,A,Aluno-188,2008.0,14,Menino,2021,Escola Pública,Quartzo,5.307,4.0,0.0,6.1,7.5,2.7,3.0,3.2,2.0,7.583,5.0,Fase 4 (9º ano),-1,2022,,,,
RA-189,3,A,Aluno-189,2008.0,14,Menino,2018,Rede Decisão,Ametista,7.629,4.0,10.0,9.7,5.0,7.2,6.3,7.2,8.0,7.333,5.0,Fase 4 (9º ano),-1,2022,,,,
RA-190,3,A,Aluno-190,2009.0,13,Menina,2022,Escola Pública,Ametista,7.335,4.0,6.7,6.9,8.8,6.3,5.0,7.5,,7.25,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-191,3,A,Aluno-191,2009.0,13,Menino,2019,Rede Decisão,Topázio,8.74,4.0,10.0,9.4,8.8,7.2,8.0,7.2,6.3,8.5,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-192,3,B,Aluno-192,2007.0,15,Menino,2021,Escola Pública,Quartzo,4.932,4.0,8.8,3.6,7.5,2.7,1.7,4.7,1.7,4.708,5.0,Fase 5 (1º EM),-2,2022,,,,
RA-193,3,B,Aluno-193,2010.0,12,Menino,2016,Rede Decisão,Topázio,8.155,4.0,9.2,8.9,5.6,6.7,5.0,6.3,8.7,8.5,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-194,3,B,Aluno-194,2008.0,14,Menina,2022,Escola Pública,Quartzo,4.265,4.0,0.0,6.2,5.0,3.2,3.7,5.8,0.0,3.75,5.0,Fase 4 (9º ano),-1,2022,,,,
RA-195,3,B,Aluno-195,2009.0,13,Menina,2017,Rede Decisão,Ametista,8.017,4.0,8.8,9.2,5.0,6.3,6.8,6.3,5.8,8.25,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-196,3,B,Aluno-196,2010.0,12,Menino,2018,Rede Decisão,Topázio,8.124,4.0,9.2,9.1,7.5,5.1,4.0,6.0,5.3,8.625,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-197,3,B,Aluno-197,2009.0,13,Menina,2021,Rede Decisão,Topázio,8.218,4.0,8.8,9.7,4.4,7.3,6.0,7.5,8.3,8.292,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-198,3,B,Aluno-198,2009.0,13,Menino,2017,Escola Pública,Quartzo,5.554,4.0,0.0,6.2,5.0,4.6,5.2,5.8,2.8,5.958,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-199,3,B,Aluno-199,2009.0,13,Menino,2022,Escola Pública,Ametista,7.564,4.0,8.3,7.1,7.5,7.5,5.7,7.8,9.0,6.458,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-200,3,B,Aluno-200,2007.0,15,Menino,2018,Escola JP II,Quartzo,5.705,4.0,7.9,5.6,4.4,5.5,4.7,5.0,6.8,4.917,5.0,Fase 5 (1º EM),-2,2022,,,,
RA-201,3,B,Aluno-201,2007.0,15,Menina,2021,Escola Pública,Ametista,7.078,4.0,7.9,7.3,7.5,6.5,6.0,7.2,6.3,7.542,5.0,Fase 5 (1º EM),-2,2022,,,,
RA-202,3,B,Aluno-202,2008.0,14,Menina,2017,Escola Pública,Quartzo,5.201,4.0,0.0,5.2,4.4,5.4,6.3,5.8,4.2,6.917,5.0,Fase 4 (9º ano),-1,2022,,,,
RA-203,3,B,Aluno-203,2008.0,14,Menina,2021,Escola Pública,Quartzo,5.669,4.0,8.8,4.3,7.5,2.8,2.3,3.5,2.5,6.875,5.0,Fase 4 (9º ano),-1,2022,,,,
RA-204,3,B,Aluno-204,2009.0,13,Menina,2019,Escola Pública,Ágata,6.943,4.0,7.9,6.7,4.4,7.4,5.3,8.5,8.5,5.708,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-205,3,B,Aluno-205,2008.0,14,Menino,2020,Escola Pública,Quartzo,5.372,4.0,9.6,3.8,7.5,4.1,5.7,1.7,5.0,4.833,5.0,Fase 4 (9º ano),-1,2022,,,,
RA-206,3,B,Aluno-206,2010.0,12,Menina,2022,Escola Pública,Ametista,7.101,4.0,8.3,8.8,7.5,5.0,4.0,6.0,,5.167,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-207,3,C,Aluno-207,2006.0,16,Menino,2021,Escola Pública,Quartzo,4.936,4.0,0.0,4.8,7.5,5.8,5.3,4.0,8.0,5.708,2.5,Fase 6 (2º EM),-3,2022,,,,
RA-208,3,C,Aluno-208,2008.0,14,Menino,2018,Escola Pública,Ágata,6.667,4.0,7.5,7.1,7.5,6.1,5.0,7.5,5.8,6.417,5.0,Fase 4 (9º ano),-1,2022,,,,
RA-209,3,C,Aluno-209,2008.0,14,Menino,2019,Escola Pública,Quartzo,4.499,4.0,0.0,4.8,5.6,6.0,5.0,5.2,7.8,3.75,5.0,Fase 4 (9º ano),-1,2022,,,,
RA-210,3,C,Aluno-210,2008.0,14,Menino,2022,Escola Pública,Quartzo,4.44,4.0,0.0,5.1,7.5,3.4,2.7,5.3,2.3,4.417,5.0,Fase 4 (9º ano),-1,2022,,,,
RA-211,3,C,Aluno-211,2009.0,13,Menino,2021,Escola Pública,Topázio,8.465,4.0,9.2,8.8,7.5,7.6,6.7,7.5,8.5,8.458,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-212,3,C,Aluno-212,2008.0,14,Menino,2022,Escola Pública,Ametista,7.268,4.0,9.6,8.4,7.5,6.2,4.8,5.8,7.8,6.958,5.0,Fase 4 (9º ano),-1,2022,,,,
RA-213,3,C,Aluno-213,2009.0,13,Menino,2022,Escola Pública,Ametista,7.209,4.0,9.6,8.7,7.5,3.5,5.0,2.0,,6.833,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-214,3,C,Aluno-214,2007.0,15,Menino,2022,Escola Pública,Quartzo,4.87,4.0,0.0,6.1,7.5,4.3,5.0,3.5,,5.125,5.0,Fase 5 (1º EM),-2,2022,,,,
RA-215,3,D,Aluno-215,2009.0,13,Menina,2021,Escola Pública,Ametista,7.172,4.0,6.7,5.8,7.5,7.8,5.7,7.7,10.0,6.542,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-216,3,D,Aluno-216,2009.0,13,Menina,2018,Escola Pública,Ametista,7.502,4.0,7.9,8.5,7.5,7.0,5.3,6.5,9.2,5.583,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-217,3,D,Aluno-217,2007.0,15,Menina,2021,Escola Pública,Ametista,7.397,4.0,7.9,8.5,7.5,7.1,6.3,7.2,7.7,7.292,5.0,Fase 5 (1º EM),-2,2022,,,,
RA-218,3,D,Aluno-218,2008.0,14,Menina,2022,Escola Pública,Ágata,6.1,4.0,6.3,7.3,7.5,4.0,5.0,7.0,0.0,6.125,5.0,Fase 4 (9º ano),-1,2022,,,,
RA-219,3,D,Aluno-219,2006.0,16,Menino,2019,Escola Pública,Quartzo,5.942,4.0,8.8,6.9,7.5,3.5,4.0,4.8,1.7,6.375,2.5,Fase 6 (2º EM),-3,2022,,,,
RA-220,3,D,Aluno-220,2009.0,13,Menina,2022,Escola Pública,Ágata,7.028,4.0,0.0,8.1,7.5,6.5,6.8,6.8,5.8,7.833,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-221,3,D,Aluno-221,2008.0,14,Menino,2022,Escola Pública,Ágata,6.892,4.0,9.6,8.5,7.5,5.2,7.0,3.5,5.0,6.0,5.0,Fase 4 (9º ano),-1,2022,,,,
RA-222,3,D,Aluno-222,2007.0,15,Menina,2019,Escola Pública,Quartzo,5.604,4.0,7.1,4.6,7.5,6.2,5.0,7.5,6.0,4.917,5.0,Fase 5 (1º EM),-2,2022,,,,
RA-223,3,E,Aluno-223,2009.0,13,Menina,2022,Escola Pública,Quartzo,4.966,4.0,0.0,4.6,7.5,3.1,4.3,4.7,0.2,5.583,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-224,3,E,Aluno-224,2009.0,13,Menino,2021,Escola Pública,Quartzo,5.671,4.0,9.6,4.3,7.5,2.6,5.0,2.7,0.0,4.875,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-225,3,E,Aluno-225,2008.0,14,Menino,2022,Escola Pública,Quartzo,5.918,4.0,8.3,5.3,7.5,5.0,3.0,7.0,,5.708,5.0,Fase 4 (9º ano),-1,2022,,,,
RA-226,3,E,Aluno-226,2008.0,14,Menina,2022,Escola Pública,Ágata,6.549,4.0,7.5,6.1,7.5,6.8,7.0,6.5,,6.208,5.0,Fase 4 (9º ano),-1,2022,,,,
RA-227,3,E,Aluno-227,2010.0,12,Menino,2022,Escola Pública,Ágata,6.471,4.0,9.2,6.4,7.5,3.3,4.7,4.3,1.0,5.833,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-228,3,E,Aluno-228,2007.0,15,Menina,2017,Escola Pública,Ágata,6.196,4.0,7.5,6.7,7.5,4.8,3.0,6.0,5.3,6.417,5.0,Fase 5 (1º EM),-2,2022,,,,
RA-229,3,E,Aluno-229,2010.0,12,Menino,2022,Escola Pública,Topázio,8.62,4.0,10.0,9.4,7.5,6.9,7.0,6.7,7.2,8.5,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-230,3,E,Aluno-230,2008.0,14,Menino,2022,Escola Pública,Ágata,6.328,4.0,7.9,5.1,7.5,5.7,3.7,4.3,9.0,6.75,5.0,Fase 4 (9º ano),-1,2022,,,,
RA-231,3,E,Aluno-231,2008.0,14,Menino,2022,Escola Pública,Ágata,6.116,4.0,8.8,7.4,7.5,3.8,3.0,4.5,,5.333,5.0,Fase 4 (9º ano),-1,2022,,,,
RA-232,3,E,Aluno-232,2010.0,12,Menino,2022,Escola Pública,Quartzo,4.245,4.0,0.0,4.9,7.5,0.0,0.0,0.0,,4.542,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-233,3,E,Aluno-233,2008.0,14,Menino,2022,Escola Pública,Ágata,6.051,4.0,7.9,7.4,7.5,3.8,3.0,4.5,,5.5,5.0,Fase 4 (9º ano),-1,2022,,,,
RA-234,3,E,Aluno-234,2009.0,13,Menino,2022,Escola Pública,Ágata,6.719,4.0,10.0,7.6,5.6,4.3,3.7,6.3,2.8,5.583,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-235,3,E,Aluno-235,2008.0,14,Menina,2022,Escola Pública,Ágata,6.79,4.0,8.3,7.3,7.5,6.3,7.0,5.5,,6.417,5.0,Fase 4 (9º ano),-1,2022,,,,
RA-236,3,F,Aluno-236,2010.0,12,Menina,2022,Escola Pública,Ametista,7.11,4.0,9.6,7.5,7.5,3.7,4.0,4.0,3.0,7.208,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-237,3,F,Aluno-237,2008.0,14,Menina,2022,Escola Pública,Topázio,8.084,4.0,10.0,9.0,7.5,7.8,6.8,7.7,8.8,8.417,5.0,Fase 4 (9º ano),-1,2022,,,,
RA-238,3,F,Aluno-238,2008.0,14,Menina,2021,Escola Pública,Ágata,6.331,4.0,8.8,6.4,5.0,5.1,4.3,6.5,4.5,7.208,5.0,Fase 4 (9º ano),-1,2022,,,,
RA-239,3,F,Aluno-239,2007.0,15,Menina,2021,Escola Pública,Quartzo,4.572,4.0,0.0,3.7,7.5,3.7,2.0,4.7,4.5,5.958,5.0,Fase 5 (1º EM),-2,2022,,,,
RA-240,3,F,Aluno-240,2009.0,13,Menina,2017,Rede Decisão,Ágata,6.943,4.0,7.1,8.1,5.0,4.7,6.3,5.0,2.8,7.042,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-241,3,F,Aluno-241,2008.0,14,Menino,2016,Rede Decisão,Topázio,8.468,4.0,10.0,10.0,7.5,7.7,8.2,7.5,7.3,9.125,5.0,Fase 4 (9º ano),-1,2022,,,,
RA-242,3,F,Aluno-242,2009.0,13,Menino,2018,Rede Decisão,Topázio,8.673,4.0,9.6,9.7,5.6,8.2,8.7,7.2,8.7,8.708,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-243,3,F,Aluno-243,2007.0,15,Menina,2022,Escola Pública,Ágata,6.982,4.0,7.1,8.7,5.0,6.0,5.0,5.3,7.7,7.875,5.0,Fase 5 (1º EM),-2,2022,,,,
RA-244,3,F,Aluno-244,2010.0,12,Menina,2018,Rede Decisão,Topázio,8.51,4.0,7.5,9.4,6.3,7.8,6.7,8.0,8.7,9.208,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-245,3,F,Aluno-245,2008.0,14,Menino,2016,Rede Decisão,Topázio,8.656,4.0,10.0,9.9,7.5,8.4,8.3,8.2,8.8,9.25,5.0,Fase 4 (9º ano),-1,2022,,,,
RA-246,3,F,Aluno-246,2009.0,13,Menino,2022,Escola Pública,Topázio,8.639,4.0,8.3,9.4,7.5,7.6,8.0,6.7,8.0,9.167,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-247,3,F,Aluno-247,2009.0,13,Menina,2021,Escola Pública,Ametista,7.72,4.0,8.3,8.2,7.5,5.8,5.3,5.7,6.3,7.875,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-248,3,F,Aluno-248,2009.0,13,Menino,2022,Escola Pública,Ametista,7.429,4.0,9.2,7.6,7.5,5.2,4.0,5.5,6.0,7.292,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-249,3,G,Aluno-249,2008.0,14,Menino,2017,Escola Pública,Quartzo,5.097,4.0,6.7,7.4,5.0,2.9,2.3,4.2,2.2,4.292,5.0,Fase 4 (9º ano),-1,2022,,,,
RA-250,3,G,Aluno-250,2010.0,12,Menina,2022,Escola Pública,Ametista,7.958,4.0,8.3,8.6,7.5,6.6,6.7,6.5,6.7,7.625,10.0,Fase 3 (7º e 8º ano),0,2022,,,,
RA-251,3,G,Aluno-251,2007.0,15,Menino,2018,Escola Pública,Ágata,7.022,4.0,10.0,8.1,5.6,6.3,5.3,6.3,7.2,6.625,5.0,Fase 5 (1º EM),-2,2022,,,,
RA-252,3,G,Aluno-252,2008.0,14,Menino,2018,Escola Pública,Quartzo,4.277,4.0,9.2,2.8,7.5,0.9,1.3,1.2,0.2,3.875,5.0,Fase 4 (9º ano),-1,2022,,,,
RA-253,3,G,Aluno-253,2007.0,15,Menino,2019,Escola Pública,Quartzo,4.312,4.0,9.2,3.6,5.0,1.8,1.0,3.7,0.7,3.75,5.0,Fase 5 (1º EM),-2,2022,,,,
RA-254,3,G,Aluno-254,2008.0,14,Menino,2019,Escola Pública,Ágata,6.715,4.0,10.0,7.4,5.6,5.3,5.0,6.8,4.0,6.917,5.0,Fase 4 (9º ano),-1,2022,,,,
RA-255,3,G,Aluno-255,2008.0,14,Menino,2019,Escola Pública,Quartzo,4.563,4.0,7.5,3.8,5.0,1.3,1.0,2.3,0.5,5.542,5.0,Fase 4 (9º ano),-1,2022,,,,
